,Title,Price[USD],Subscribers,Reviews,Lectures,Level,Length[Weeks],Subject,Published_Date,Language
2625,The Complete PHP CodeIgniter Course: Beginner To Advanced,195,17895,212,30,All Levels,4.0,Web Development,2015-12-29,English
2626,JavaScript For Beginners : Learn JavaScript From Scratch,195,11285,102,77,All Levels,5.5,Web Development,2017-02-07,English
2627,"Mastering 'Native CSS Shapes To Build Modern Web Pages""",195,1040,5,30,All Levels,3.5,Web Development,2017-05-29,English
2628,WordPress Development For Beginners,95,23572,210,20,All Levels,2.0,Web Development,2016-06-20,English
2629,WordPress local server setup and site migration online,55,3801,43,12,All Levels,1.0,Web Development,2017-01-03,English
2630,PHP Fundamentals - Start Earning The Top Dollars You Deserve,195,12068,81,12,All Levels,1.5,Web Development,2016-04-05,English
2631,Interactive Dynamic JavaScript for beginners DOM,200,5559,35,21,Beginner Level,2.0,Web Development,2017-04-18,English
2632,Javascript Intermediate level 1 - Mastering the DOM,100,1838,169,31,All Levels,3.0,Web Development,2016-08-30,English
2633,Sublime Text for Rapid Web Development,20,2104,69,14,All Levels,1.0,Web Development,2017-01-19,English
2634,Servlets and JSPs Tutorial: Learn Web Applications With Java,35,15187,970,64,All Levels,10.0,Web Development,2012-09-10,English
2635,Projects in PHP and MySQL,60,10606,570,88,All Levels,23.0,Web Development,2014-07-25,English
2636,PHP OOP: Object Oriented Programming for beginners + Project,200,6497,901,221,All Levels,18.0,Web Development,2015-06-03,English
2637,React Redux React-Router: From Beginner to Paid Professional,20,11536,876,60,All Levels,6.5,Web Development,2016-08-25,English
2638,Django Core | A Reference Guide to Core Django Concepts,195,16282,303,159,Intermediate Level,18.5,Web Development,2016-10-29,Spanish
2639,"Angular 2 Complete E-Commerce App Course - Java,Spring,MySQL",195,949,129,89,All Levels,20.5,Web Development,2017-03-27,English
2640,"Build An Online Bank With Java, Angular 2, Spring and More",195,1995,286,45,Beginner Level,6.5,Web Development,2016-11-01,English
2641,The Complete jQuery Course: From Beginner To Advanced!,195,6636,302,50,All Levels,6.0,Web Development,2016-05-26,English
2642,Projects in AngularJS - Learn by building 10 Projects,40,7146,629,77,All Levels,14.5,Web Development,2015-06-25,English
2643,The Ultimate Vue JS 2 Developers Course,195,1703,292,178,All Levels,13.0,Web Development,2016-12-16,English
2644,React JS - Build real world JS apps & deploy on cloud,175,12815,262,53,All Levels,8.5,Web Development,2017-02-12,English
2645,Angular 4 Front To Back,40,44,0,68,All Levels,8.5,Web Development,2017-07-06,English
2646,"Modern Web Development with SASS, Gulp, NPM & Web Workflows",95,502,62,59,Beginner Level,5.0,Web Development,2016-12-31,English
2647,"HTML5, CSS3 And JavaScript Fundamentals 2016",115,627,125,7,All Levels,1.0,Web Development,2016-09-01,English
2648,"Angular 4 - Concepts, Code and Collective Wisdom",50,851,164,75,Intermediate Level,4.5,Web Development,2016-04-20,English
2649,Learn E-Commerce Website in PHP & MySQL From Scratch!,0,29990,1342,87,All Levels,17.5,Web Development,2014-08-10,English
2650,JavaScript Game Development: Create Your Own Breakout Game,0,10179,314,21,All Levels,1.5,Web Development,2016-09-26,English
2651,HTML and HTML5 For Beginners 2016,200,563,178,32,All Levels,3.0,Web Development,2016-08-11,German
2652,A Very Complete Introduction To Laravel,20,2320,114,43,All Levels,6.0,Web Development,2014-08-24,English
2653,"Learn to code, Become a Web Developer and Master JavaScript!",200,2353,47,91,All Levels,10.0,Web Development,2015-01-22,English
2654,Serverless Architecture on Amazon Web Services,0,13210,978,8,Intermediate Level,0.55,Web Development,2016-11-30,English
2655,jQuery Essentials: Learn the Fundamental of jQuery,20,1004,43,40,All Levels,3.5,Web Development,2016-08-19,English
2656,Expert Guide : Mastering Functions in JavaScript !,195,3015,30,19,All Levels,2.5,Web Development,2015-06-19,English
2657,Learn Angular 4 from Scratch,0,8693,522,11,Beginner Level,1.5,Web Development,2017-05-02,English
2658,Discover HTML Essential guide to HTML how to create webpages,85,8711,44,22,Beginner Level,1.5,Web Development,2015-10-17,English
2659,HTML5 and CSS3 for beginners: Create a Website from Scratch,200,9945,101,43,Beginner Level,2.0,Web Development,2017-02-17,English
2660,Introduction to Web Development,20,18143,159,15,Beginner Level,2.0,Web Development,2013-10-04,English
2661,jQuery Fundamentals Powerful Bootcamp for beginners,150,13882,63,47,All Levels,3.0,Web Development,2015-08-04,English
2662,The Complete HTML & CSS Course - From Novice To Professional,195,57422,874,84,All Levels,7.5,Web Development,2015-07-27,English
2663,JavaScript Basics Web Development Building Blocks,95,10179,68,17,Beginner Level,1.5,Web Development,2015-08-14,English
2664,Bootstrap unleash the power faster & easier web development,150,18101,88,68,All Levels,5.5,Web Development,2015-08-14,English
2665,JavaScript Design Patterns: 20 Patterns for Expert Code,95,2789,243,26,Expert Level,3.5,Web Development,2015-11-12,English
2666,Fix Google's New 'Not Secure' Warning with Let's Encrypt!,95,1437,24,20,Beginner Level,1.0,Web Development,2017-03-09,English
2667,JavaScript for Beginners Welcome to learning JavaScript,50,10864,63,26,Beginner Level,2.0,Web Development,2016-02-01,English
2668,Benefits of Thinking Mobile First Future of Website Design,75,14254,27,20,Beginner Level,1.5,Web Development,2015-05-13,English
2669,Javascript from Beginner to Advanced Level,195,6134,160,50,Beginner Level,6.5,Web Development,2016-12-19,English
2670,AJAX Development,20,7867,147,23,All Levels,3.0,Web Development,2012-05-15,English
2671,Interaction Design Specialist For Web Developers,95,8594,37,18,All Levels,2.0,Web Development,2016-07-04,English
2672,PHP Security,50,1892,147,24,All Levels,2.5,Web Development,2016-06-15,English
2673,The Bubble Course - Create Complete Web Apps without Coding,30,3960,220,47,Beginner Level,4.5,Web Development,2016-07-24,English
2674,The Complete HTML5 & CSS3 Course Build Professional Websites,195,10518,129,57,All Levels,4.5,Web Development,2015-08-11,English
2675,CSS Web Development Crash Course,20,10008,53,26,Beginner Level,2.5,Web Development,2016-12-01,English
2676,Mastering DevOps,100,1023,118,38,Intermediate Level,6.0,Web Development,2016-10-21,English
2677,Building Websites Create a fully functional Web contact form,200,3392,29,19,Beginner Level,1.5,Web Development,2016-10-06,English
2678,Create a Dynamic User Registration Form from scratch,100,7213,50,38,Beginner Level,3.0,Web Development,2016-01-09,English
2679,A 13 Hour SQL Server 2014 /ASP.NET/CSS/C#/jQuery Course,35,4183,231,86,Intermediate Level,14.0,Web Development,2014-10-12,English
2680,HTML Workshop,20,25854,306,17,All Levels,2.0,Web Development,2012-04-08,English
2681,Python for Beginners: Python Programming Language | Tutorial,150,6153,125,84,Beginner Level,5.0,Web Development,2015-06-14,English
2682,Creating Animations using HTML5 Canvas,25,4010,17,12,All Levels,1.0,Web Development,2016-06-13,English
2683,Bootstrap 4: Exploring New Features,75,5022,38,13,All Levels,1.0,Web Development,2016-05-27,English
2684,Bootstrap 3 -> Profitable WordPress Theme Development!,40,5547,80,40,All Levels,3.5,Web Development,2014-10-22,English
2685,Intro to Git,20,2532,291,30,Beginner Level,1.0,Web Development,2016-06-28,English
2686,WordPress Domination #2: Leads & Scarcity,95,2362,4,13,Beginner Level,1.0,Web Development,2017-01-10,English
2687,Learn How to Manage & Customize  Web Sites By Drupal CMS,140,7741,9,36,All Levels,2.5,Web Development,2016-12-11,English
2688,Using Modern JavaScript Today,50,1658,185,68,Intermediate Level,16.5,Web Development,2016-01-01,English
2689,Up and Running with jQuery,0,3324,138,19,All Levels,5.0,Web Development,2017-02-03,English
2690,Learn How To Build A Professional Web Site By Using Joomla,70,7184,22,29,All Levels,4.0,Web Development,2016-08-11,English
2691,Power up HTML5 with JavaScript,100,4442,23,28,Beginner Level,2.0,Web Development,2016-03-15,English
2692,Node Package Manager Course: Build and Publish NPM Modules,30,7196,8,38,All Levels,6.5,Web Development,2017-06-06,English
2693,WordPress Look and Feel with Themes,25,2371,10,12,Beginner Level,1.0,Web Development,2016-09-04,English
2694,PHP with Laravel for beginners - Become a Master in Laravel,150,8496,1838,308,All Levels,29.5,Web Development,2016-04-21,English
2695,JavaScript 2017: Become Top Rated Web Developer,115,1346,330,32,All Levels,3.0,Web Development,2017-05-03,English
2696,The Complete Web Developer Bootcamp - Beginner to Expert,190,14103,1548,197,All Levels,21.5,Web Development,2015-01-19,English
2697,Full-Stack Web Apps with Meteor and React,85,3295,531,162,All Levels,31.5,Web Development,2016-11-23,English
2698,Angular 4: From Theory to Practice & FREE E-Book,200,4375,622,129,Intermediate Level,15.5,Web Development,2016-11-15,English
2699,The Complete Sass & SCSS Course: From Beginner to Advanced,195,12021,660,41,All Levels,4.0,Web Development,2016-02-24,English
2700,Become a Certified Web Developer,100,26673,1090,185,All Levels,12.0,Web Development,2011-12-20,English
2701,Become a Web Developer from Scratch,120,69186,2408,197,All Levels,27.5,Web Development,2011-11-19,English
2702,Ultimate Angular 4 (previously Angular 2) with Bootstrap 4,50,11384,1846,80,All Levels,5.5,Web Development,2016-09-19,English
2703,The Ultimate Beginner's Guide to Django,200,2390,497,82,Beginner Level,9.0,Web Development,2016-12-11,English
2704,React JS - Mastering Redux,100,7059,116,58,All Levels,5.0,Web Development,2017-06-19,English
2705,Professional Ruby on Rails Developer with Rails 5,200,3179,214,174,All Levels,20.5,Web Development,2017-02-19,English
2706,"Ruby on Rails 5 - BDD, RSpec and Capybara",200,1870,193,145,All Levels,14.5,Web Development,2016-10-28,English
2707,Back to School Web Development and Programming Bundle,200,18170,117,779,Beginner Level,44.5,Web Development,2013-08-19,English
2708,Complete ASP NET MVC Web Development - Newbie to Ninja!,195,6073,627,66,All Levels,9.0,Web Development,2014-11-24,English
2709,The Complete DevOps Engineer Course 2.0 - Java & Kubernetes,195,5335,105,117,All Levels,14.0,Web Development,2016-08-06,English
2710,All about NodeJS,50,8755,931,133,All Levels,15.5,Web Development,2014-12-19,English
2711,How To Create A Wordpress Website 2016 | NEW Divi Theme 3.0!,40,4144,383,43,Beginner Level,5.5,Web Development,2016-10-13,English
2712,The Complete jQuery Course - From Beginner to Professional!,200,6420,134,188,All Levels,22.5,Web Development,2016-06-20,English
2713,Build a complete Fiverr clone with Node + Algolia + Paypal,30,1741,26,87,All Levels,9.0,Web Development,2017-05-20,English
2714,The Ultimate Web Development Course,50,9881,329,136,All Levels,12.0,Web Development,2013-08-25,English
2715,React From The Ground Up,150,3252,401,62,All Levels,12.5,Web Development,2016-05-02,English
2716,Javascript for Beginners Learn by Doing Practical Exercises,100,5089,685,29,All Levels,3.5,Web Development,2015-01-31,English
2717,8 Beautiful Ruby on Rails Apps in 30 Days & TDD - Immersive ,100,5962,466,132,All Levels,16.0,Web Development,2016-03-08,English
2718,Wordpress Website Mastery 2017,0,5181,64,22,Beginner Level,2.5,Web Development,2017-01-18,English
2719,How To Make an eCommerce Website With Wordpress 2017,0,3493,43,26,Beginner Level,4.5,Web Development,2017-05-09,English
2720,Mastering ASP.NET MVC 5 From Scratch Using C#,50,417,65,109,All Levels,13.0,Web Development,2016-12-01,English
2721,Start Web Development with GIS Map in JavaScript,60,1599,26,49,All Levels,3.0,Web Development,2016-02-28,English
2722,Learn to Build Websites using Twitter Bootstrap,0,15134,523,12,All Levels,2.5,Web Development,2014-04-14,English
2723,Web Development Tools the Pros Use: Code Productivity Hacks,30,2596,11,39,Beginner Level,4.0,Web Development,2015-10-08,English
2724,WordPress : An Overview,45,1783,16,15,Beginner Level,0.6,Web Development,2015-02-02,English
2725,Create Startup Landing Page with Viral Marketing Strategies,0,12974,120,13,Beginner Level,1.0,Web Development,2015-01-03,English
2726,JavaScript : JavaScript Awesomeness,25,785,20,25,Beginner Level,1.0,Web Development,2016-09-15,English
2727,Mastering CSS 3.0 Selectors,0,4115,63,13,Intermediate Level,2.0,Web Development,2017-02-22,English
2728,WordPress Backup And Restore Fundamentals,0,13242,131,24,Intermediate Level,1.0,Web Development,2014-06-24,German
2729,Learn HTML and CSS to make a Website,20,1154,12,71,Beginner Level,6.0,Web Development,2016-01-28,English
2730,1 Hour HTML,200,16212,514,20,Beginner Level,1.0,Web Development,2013-07-09,English
2731,Angular 2 Crash Course with TypeScript,100,16409,589,74,All Levels,4.0,Web Development,2016-06-14,English
2732,Boost your website speed without any coding!,50,1337,28,12,All Levels,1.0,Web Development,2017-05-14,English
2733,Professional Rails Code Along,40,1469,237,120,Intermediate Level,19.0,Web Development,2016-08-04,English
2734,ASP.NET Web API 2 Hands-On,20,2660,276,16,All Levels,1.5,Web Development,2016-06-19,English
2735,Create a MEAN App by Example - Full Stack Course,50,421,26,33,Intermediate Level,3.5,Web Development,2017-05-08,English
2736,The Original Complete Web Developer Course.,20,31070,742,195,Beginner Level,18.0,Web Development,2012-10-28,English
2737,Angular 2 From The Ground Up,30,1737,471,87,All Levels,11.5,Web Development,2016-06-02,English
2738,Complete Web Development Course + Building 5 Websites!,200,11492,174,118,All Levels,24.5,Web Development,2016-03-21,English
2739,WP Plugin Development - Build your own plugin!,200,5439,22,24,Beginner Level,4.0,Web Development,2017-06-13,English
2740,Sass: From Beginner to Advanced,40,8059,231,39,All Levels,2.0,Web Development,2016-07-21,English
2741,Build Flat Responsive Website from Scratch - Complete Course,35,12105,144,54,All Levels,7.5,Web Development,2013-12-04,English
2742,Wordpress for Beginners - Build a Live Website from Scratch,20,3877,92,15,Beginner Level,1.5,Web Development,2015-09-09,English
2743,"Essential JavaScript, jQuery and AngularJS Training",30,2919,136,70,Intermediate Level,7.0,Web Development,2015-07-09,English
2744,The Pro Ruby on Rails Starter,45,2409,90,19,Beginner Level,2.5,Web Development,2015-03-04,English
2745,Unit Testing AngularJS: Build Bugfree Apps That Always Work!,25,2083,213,23,All Levels,2.5,Web Development,2016-01-24,English
2746,WordPress Blog : Create a WordPress Website for Beginners,20,2076,8,20,Beginner Level,2.0,Web Development,2017-02-26,English
2747,Introduction to HTML5 Canvas basics of drawing,200,2918,16,17,Beginner Level,1.0,Web Development,2016-03-14,English
2748,"Thoughtful Web Development Course: HTML, Vue.js, PHP, MySQL",200,842,144,536,All Levels,25.0,Web Development,2016-10-11,English
2749,Kids Coding - Beginners CSS,100,7130,30,17,All Levels,1.0,Web Development,2013-07-25,English
2750,PHP & MySQL - Learn The Easy Way. Master PHP & MySQL Quickly,50,5549,92,143,All Levels,15.5,Web Development,2012-12-15,English
2751,Learning Path: Magento: Master and Test Magento 2 with Ease,200,155,9,37,Expert Level,6.0,Web Development,2017-05-26,English
2752,The Complete hapiJS Course - Go From Beginner To Advanced!,195,1697,64,54,All Levels,6.0,Web Development,2016-07-13,English
2753,Ruby On Rails For Web Development,195,2526,185,24,Beginner Level,5.0,Web Development,2014-12-17,English
2754,Create eye-catching WordPress website from scratch,30,2342,15,19,Beginner Level,4.5,Web Development,2016-12-28,English
2755,Become A Web Developer And Seller - Build Websites With HTML,200,21730,61,35,Beginner Level,2.5,Web Development,2013-10-05,English
2756,WordPress Tips and Tricks,200,1117,10,37,Intermediate Level,2.5,Web Development,2017-06-08,English
2757,HTML Tutorials : HTML Code for Website Creating,20,2401,15,27,All Levels,3.0,Web Development,2017-02-22,English
2758,Complete HTML5 and CSS3 Course +1 Start to Finish Project,200,3887,81,94,All Levels,8.5,Web Development,2015-09-07,English
2759,Web Development With HTML CSS BOOTSTRAP JQUERY for Beginners,35,1156,4,59,Beginner Level,5.0,Web Development,2017-05-30,English
2760,HTML5 Specialist: Comprehensive HTML5 Training,100,1385,188,83,All Levels,5.0,Web Development,2016-06-22,English
2761,CSS and CSS3 For Absolute Beginners,75,10890,212,33,Beginner Level,5.0,Web Development,2013-11-01,German
2762,Build a Complete JQuery Plugin (Image Pop-up Dialog),20,1126,10,12,All Levels,1.0,Web Development,2017-02-23,English
2763,How to create HTML Forms,30,3652,60,7,Beginner Level,0.6666666666666666,Web Development,2016-04-29,English
2764,ReactJS and Flux: Learn By Building 10 Projects,60,1723,258,60,All Levels,11.0,Web Development,2016-02-18,English
2765,How To Make A Business Website In 1 Day With Wix FAST & EASY,20,3759,24,25,Beginner Level,4.0,Web Development,2016-04-18,English
2766,PHP Date and Time Course by Edwin Diaz,40,1653,53,14,All Levels,1.5,Web Development,2016-05-03,English
2767,Start Your Own Forum Website in 15 Minutes ,40,5387,38,15,All Levels,1.0,Web Development,2015-01-26,English
2768,Hit the ground running with AngularJS with Dion Yang,100,4563,49,13,All Levels,1.5,Web Development,2015-11-26,English
2769,Learn CSS Transition and Animation ,100,3757,28,20,All Levels,1.0,Web Development,2015-05-27,English
2770,Learn JavaScript from scratch,20,4193,92,44,Beginner Level,2.5,Web Development,2015-07-30,English
2771,WordPress for Beginners - Tutorial - From Novice to Know-How,20,3694,48,39,Beginner Level,4.0,Web Development,2015-08-28,English
2772,RESTful API with Laravel,45,1905,228,57,All Levels,6.0,Web Development,2015-02-05,English
2773,Learn Ruby on Rails for Absolute Beginners,195,2875,20,36,All Levels,4.5,Web Development,2015-10-14,English
2774,JavaScript Tutorial,180,613,93,37,All Levels,4.5,Web Development,2016-10-17,Romanian
2775,Shopping Cart Website from Scratch Ecommerce,200,633,39,54,Beginner Level,4.0,Web Development,2016-11-08,English
2776,Learn By Example: Angular JS,50,1515,32,60,All Levels,7.0,Web Development,2016-08-22,English
2777,The Complete front end web developer Bootcamp - 14 projects,200,900,129,126,All Levels,18.5,Web Development,2016-08-12,English
2778,WordPress LMS: E-Learning Website Made Easy,20,2382,22,16,All Levels,1.5,Web Development,2015-07-08,English
2779,Create An HTML5 Video Player From Scratch,0,32260,1005,12,Beginner Level,1.5,Web Development,2014-09-05,English
2780,In Depth Web Development Made Easy,25,3249,27,60,All Levels,6.5,Web Development,2015-10-30,English
2781,Jquery :basics for beginners,50,1274,34,15,All Levels,0.6666666666666666,Web Development,2016-09-12,English
2782,Web Development By Doing: HTML / CSS From Scratch,0,72932,2575,21,Beginner Level,1.0,Web Development,2013-09-25,English
2783,Build Your First Website in 1 Week with HTML5 and CSS3,0,120291,5924,30,Beginner Level,3.0,Web Development,2014-04-08,English
2784,"ASP.NET Core MVC, Quick and Practical",20,387,5,30,Intermediate Level,2.5,Web Development,2017-04-25,English
2785,Better way towards CSS using Less and Sass,20,2227,44,26,All Levels,1.5,Web Development,2016-02-16,English
2786,JavaScript Complete for beginners with real world Apps,120,2652,33,40,All Levels,3.5,Web Development,2016-02-02,English
2787,Creating a Responsive HTML Email,20,2520,183,34,All Levels,1.5,Web Development,2013-08-12,English
2788,Angular 2 Demystified,20,3150,69,49,All Levels,3.5,Web Development,2015-05-18,English
2789,Learn HTML Fast and Easy!,20,4011,24,17,Beginner Level,1.5,Web Development,2015-08-03,English
2790,How To Setup a Micro-Blog in 3 Easy Steps,25,6937,22,7,All Levels,1.0,Web Development,2015-03-20,English
2791,Ruby on Rails for Complete Beginners,35,4839,129,84,Beginner Level,4.0,Web Development,2015-11-02,English
2792,Wordpress for Non-Technical People,150,2346,10,65,Beginner Level,4.5,Web Development,2016-11-15,English
2793,ASP NET CORE - ANGULAR 2 E-Commerce App,200,897,129,171,All Levels,13.0,Web Development,2017-01-13,English
2794,Introductory JavaScript Made Easy Training Tutorial,20,9381,138,131,Beginner Level,11.0,Web Development,2014-10-15,English
2795,Become a Heroku Rails Ninja: Expert Level Deployment Tools,50,7090,52,30,Intermediate Level,8.5,Web Development,2014-02-15,English
2796,Complete RESPONSIVE Website Design with HTML5 & CSS3,20,2204,6,97,Beginner Level,9.0,Web Development,2017-02-03,English
2797,Pimcore Developer: Implement a Blog from a Bootstrap Theme,95,1212,15,39,All Levels,4.5,Web Development,2017-01-24,English
2798,Inspirational Web Development - A Beginner Approach -,20,5328,47,28,Beginner Level,3.5,Web Development,2016-01-24,English
2799,"Learn HTML, A practical guide from scratch to HTML 5",100,5715,52,31,All Levels,3.0,Web Development,2015-04-26,English
2800,JavaScript Tutorial: Learn JavaScript Code for Beginners,20,2074,14,22,Beginner Level,1.5,Web Development,2017-03-08,English
2801,Website Secrets: Get a Gorgeous Website on the Cheap,50,12328,15,32,All Levels,2.0,Web Development,2014-07-04,English
2802,Ultimate WordPress Plugin Course,100,4537,415,49,All Levels,9.0,Web Development,2015-08-20,English
2803,PHP for Beginners: How to Build an E-Commerce Store,100,5117,463,138,All Levels,14.5,Web Development,2015-07-17,English
2804,"Build Realtime Apps | React Js, Golang & RethinkDB",60,3854,482,48,All Levels,3.0,Web Development,2016-01-29,English
2805,"Master Electron: Desktop Apps using HTML, JavaScript & CSS",165,1902,224,47,Intermediate Level,5.5,Web Development,2017-03-21,English
2806,The Complete Web Developer Masterclass: Beginner To Advanced,195,37141,1813,316,All Levels,51.0,Web Development,2016-05-18,English
2807,Mastering Micro Services Using Java Spring Boot,195,1649,34,25,All Levels,2.0,Web Development,2017-05-17,English
2808,How to Create A Website: An HTML Tutorial and CSS Tutorial,65,3012,260,330,All Levels,32.5,Web Development,2016-09-25,English
2809,The Advanced Web Developer Course,100,6890,99,90,Intermediate Level,10.5,Web Development,2015-06-03,English
2810,Projects in MongoDB - Learn MongoDB Building Projects,50,4628,247,93,All Levels,12.0,Web Development,2015-09-28,English
2811,Learning JavaScript Programming Tutorial. A Definitive Guide,50,17113,380,93,All Levels,9.5,Web Development,2012-11-26,English
2812,"The Complete JavaScript, HTML and CSS Tutorial For Beginners",35,244,44,21,Beginner Level,3.0,Web Development,2017-06-29,English
2813,"Build Modern Responsive Website With HTML5, CSS3 & Bootstrap",195,1472,210,110,All Levels,13.0,Web Development,2017-02-08,English
2814,The Complete JavaScript Course For Web Development Beginners,195,31499,450,46,All Levels,4.0,Web Development,2015-12-29,English
2815,Email Marketing: Send Unlimited Emails via Own Mail Server,35,3539,43,20,Beginner Level,1.0,Web Development,2017-04-19,English
2816,Getting started with JavaScript,200,1415,17,23,Beginner Level,1.5,Web Development,2017-06-27,English
2817,Learn the basics of the Web development: Coding Tactics,40,2965,17,30,Beginner Level,2.0,Web Development,2017-04-29,English
2818,RESTful API with Laravel 5.4: Definitive Guide,145,655,95,195,All Levels,12.5,Web Development,2017-04-28,English
2819,Learn AngularJS Step By Step,20,18777,1112,21,Intermediate Level,1.5,Web Development,2015-07-07,English
2820,Learn React : The World's Most Lucrative JavaScript Library,50,1591,99,74,Beginner Level,9.5,Web Development,2017-02-08,English
2821,Master Regular Expressions from scratch - All languages,70,1925,27,38,All Levels,2.0,Web Development,2017-04-27,English
2822,Try AngularJS: Beginner's Guide to Front End Web Development,50,16926,126,33,Beginner Level,4.5,Web Development,2016-10-13,English
2823,JavaScript Step by Step how to apply it to your web pages,100,13406,78,44,All Levels,1.5,Web Development,2015-07-26,English
2824,Explore JavaScript Beginners Guide to Coding JavaScript,200,5739,26,29,Beginner Level,2.5,Web Development,2017-03-12,English
2825,Learn Web Scraping with Node.js,75,16731,137,10,All Levels,1.0,Web Development,2015-12-29,English
2826,Getting Started with WordPress 2016,20,1613,21,20,Beginner Level,1.0,Web Development,2016-04-14,English
2827,Learn HTML5 Programming From Scratch,0,268923,8629,45,All Levels,10.5,Web Development,2013-02-14,English
2828,Getting Started with LESS - Beginner Crash Course,25,1780,69,21,Beginner Level,1.5,Web Development,2015-02-12,English
2829,Master ECMAScript 2015 (ES6),0,7438,441,37,All Levels,2.5,Web Development,2016-11-28,English
2830,Learn to Setup Websites from Scratch,0,21087,154,24,Beginner Level,3.5,Web Development,2014-04-14,English
2831,Create Fast RESTful APIs with Lumen and Homestead by Laravel,60,1157,105,31,All Levels,3.0,Web Development,2015-10-25,English
2832,"Build Modern Websites Quick With HTML,CSS and Bootstrap",20,912,17,48,Beginner Level,4.5,Web Development,2016-10-18,English
2833,Twitter Integration customize Tweets with developer API,115,2039,7,19,All Levels,1.0,Web Development,2015-12-29,English
2834,Build a Responsive Website with a Modern Flat Design,0,16527,354,17,All Levels,2.0,Web Development,2014-03-26,English
2835,The Ultimate WordPress Boot Camp: Build 7 Websites,125,1000,74,140,Intermediate Level,11.0,Web Development,2016-02-26,English
2836,Master the Basics of HTML5 & CSS3: Beginner Web Development,0,26541,750,38,Beginner Level,3.0,Web Development,2015-05-21,English
2837,Become A Full Stack Web Developer in 14 Days,195,467,20,126,All Levels,13.5,Web Development,2016-11-23,English
2838,Projects In ReactJS - The Complete React Learning Course,50,947,108,56,Intermediate Level,8.0,Web Development,2016-11-22,English
2839,Beginning Web development Learn the basics of HTML,95,9832,71,59,Beginner Level,2.0,Web Development,2017-01-06,English
2840,Step by Step Build Your Template by Bootstrap 4 from scratch,80,2184,15,24,Beginner Level,3.0,Web Development,2017-03-30,English
2841,Hosting your static website on Amazon AWS S3 service,20,2853,47,16,Beginner Level,1.5,Web Development,2017-05-05,English
2842,JavaScript Rockstar How to create Incredible Useful code,75,16590,51,27,All Levels,2.5,Web Development,2015-10-29,English
2843,Spring Core DevOps on AWS,100,1626,115,78,Intermediate Level,6.5,Web Development,2016-11-15,English
2844,How to Create a Website Without Coding - WordPress 2016,195,9056,96,31,Beginner Level,1.5,Web Development,2016-02-04,English
2845,PHP Graphic Techniques: CAPTCHA/ Create a verification code,20,8320,73,11,All Levels,0.7166666666666667,Web Development,2015-10-14,English
2846,Introductory To HTML and CSS,50,4106,112,15,Beginner Level,1.0,Web Development,2016-08-27,English
2847,Learn how to convert PSD to HTML and CSS responsive,30,5324,52,14,All Levels,2.5,Web Development,2017-02-10,English
2848,PHP User Login Registration Script With All Features,200,5603,46,47,All Levels,4.0,Web Development,2016-10-02,English
2849,AJAX : Let's build a COOL project,70,4183,292,38,All Levels,3.5,Web Development,2015-03-13,English
2850,Advanced WordPress Topics: Post Types Taxonomies & Metaboxes,95,301,44,91,Intermediate Level,7.5,Web Development,2016-07-10,English
2851,Laravel Homestead,0,3883,110,9,Beginner Level,1.0,Web Development,2016-12-07,Spanish
2852,The Complete TypeScript Programming Guide for Web Developers,40,236,31,35,Intermediate Level,4.0,Web Development,2016-10-12,English
2853,JavaScript with BackboneJS and Bootstrap CSS - Advanced,25,1758,37,16,Intermediate Level,3.5,Web Development,2012-05-21,English
2854,Ruby on Rails Tutorial: Learn 6 Ruby on Rails SEO Techniques,200,1266,16,21,All Levels,2.0,Web Development,2015-05-15,English
2855,XML DOM :basics for beginners,35,920,1,7,All Levels,0.7,Web Development,2016-09-26,English
2856,Learn HTML Basics From Scratch,0,5004,52,21,All Levels,3.0,Web Development,2015-12-29,English
2857,Byte-Sized-Chunks: Dynamic Prototypes in Javascript,20,880,6,24,All Levels,3.0,Web Development,2016-03-10,English
2858,Build Websites from Scratch with Squarespace,50,342,53,60,Beginner Level,3.5,Web Development,2015-07-16,English
2859,Introduction to web programming for GIS applications,100,205,38,97,Beginner Level,13.5,Web Development,2017-03-13,English
2860,Java Spring Security,40,527,63,11,Intermediate Level,2.5,Web Development,2014-11-15,English
2861,Responsive Html5 Theme Development,20,1517,4,12,All Levels,1.0,Web Development,2014-06-06,English
2862,What’s New in Bootstrap 4,20,130,14,20,All Levels,0.6166666666666667,Web Development,2015-09-07,English
2863,ReactJS Course: Learn JavaScript Library Used by Facebook&IG,50,1018,33,41,Intermediate Level,3.0,Web Development,2015-07-07,English
2864,Building a Ruby on Rails Application with Neo4j,0,4830,38,7,Intermediate Level,0.5333333333333333,Web Development,2015-08-18,English
2865,Sara Learns to Code.  Making an App from Scratch,60,402,20,35,Beginner Level,4.0,Web Development,2016-08-02,English
2866,Ajax  for Beginners: A Very Basic Introduction,65,755,5,18,Beginner Level,2.0,Web Development,2016-01-25,English
2867,Wordpress Essentials: Useful Plugins,25,1087,7,24,Beginner Level,1.0,Web Development,2015-09-15,English
2868,Django by Example,125,170,21,78,Expert Level,9.0,Web Development,2017-01-13,English
2869,Build A Great Wordpress Website For Your Business in 2 Hours,35,1054,4,26,All Levels,2.0,Web Development,2014-06-10,English
2870,Wordpress on AWS: The Easy way to AWS for Free Fast hosting ,40,245,23,36,All Levels,1.0,Web Development,2015-08-11,English
